Year,Month,Site,Type,Easting,Northing,PM25,PM25_modelled,Hurs,Psl,Rainfall,SfcWind,Sun,Tas,NDVI,UR,PopDen,nearest_road_distance
2016,1,Aberdeen Errol Place,Rest,394395.8,807391.98,5.955555556,5.94299,83.17164138,1001.960544,193.3505846,6.52517504,43.58768956,4.429327431,0.15211769,Large Urban Areas,0.006877316,76.62294631
2016,1,Aberdeen King Street,Roadside,394333,808770,NA,5.806363,83.3526005,1001.956267,201.8079444,6.376854728,43.93963391,4.460723965,0.48812968,Large Urban Areas,0.003926085,9.599338545
2016,1,Aberdeen Market Street 2,Roadside,394551.62,805673.18,8.112,6.849536,83.34638163,1001.968257,169.9746538,6.547142909,43.64020562,4.443591439,0.174227,Large Urban Areas,0.003730111,7.363513475
2016,1,Aberdeen Union Street Roadside,Roadside,393655.92,805967.6,11.73333333,6.308893,83.29314753,1001.964863,179.3200234,6.3672019,43.15994789,4.279913537,0.22602874,Large Urban Areas,0.008052278,13.61053035
2016,1,Aberdeen Wellington Road,Roadside,394410.99,804813.2,NA,6.170999,83.5146843,1001.96974,171.6219312,6.930142164,43.50166143,4.324854221,0.23063854,Large Urban Areas,0.004007295,9.754705711
2016,1,Alloa A907,Roadside,288689,693068,NA,6.215875,89.00904306,1001.979484,187.3776162,4.68404036,14.6167974,4.251101116,0.44572512,Other Urban Areas,0.003703423,2.820852372
2016,1,Auchencorth Moss,Rest,322165.87,656128.11,2.819047619,4.896663,88.91339713,1002.090323,184.3722101,4.904249423,25.31406113,3.219438944,0.50836248,Rural Areas,1.31E-05,1330.025786
2016,1,Dundee Broughty Ferry Road,Industrial,341970.73,730976.51,NA,5.633138,87.66227826,1001.945467,155.2495373,4.744007175,26.17767228,4.542697795,0.20891886,Rural Areas,0.003567147,11.47388376
2016,1,Dundee Lochee Road,Kerbside,338859.24,730774.79,NA,5.906315,87.76547671,1001.938231,187.7542447,5.188191514,24.31400677,4.024776192,0.22149992,Rural Areas,0.006963361,3.659449659
2016,1,Dundee Mains Loan,Rest,340970.55,731892.31,NA,6.031661,87.66178867,1001.940542,175.1016459,5.318781208,25.25200258,4.176233255,0.26281698,Rural Areas,0.006828352,215.8970495
2016,1,Dundee Meadowside,Roadside,340243.04,730658.37,NA,6.049148,87.6705362,1001.942755,161.6788087,4.727798688,25.42843783,4.466938233,0.1689277,Rural Areas,0.005197924,5.225675715
2016,1,Dundee Seagate,Kerbside,340486.33,730446.2,NA,6.049148,87.6705362,1001.942755,161.6788087,4.727798688,25.42843783,4.466938233,0.080141435,Rural Areas,0.005197924,6.829277012
2016,1,Dundee Whitehall Street,Roadside,340277.72,730154.91,NA,6.049148,87.6705362,1001.942755,161.6788087,4.727798688,25.42843783,4.466938233,0.080141435,Rural Areas,0.005197924,72.37791012
2016,1,E Ayrshire Kilmarnock St Marnock St,Roadside,242742,637705,NA,5.984146,86.76635121,1001.679579,168.2106966,4.143029803,15.11457168,5.144582309,0.44860732,Other Urban Areas,0.002772406,8.746726285
2016,1,East Dunbartonshire Bearsden,Roadside,254271.48,672072.75,NA,5.979587,89.48995802,1001.830309,180.9763034,4.834553902,26.03815062,4.352733797,0.5177276,Rural Areas,0.002942088,9.571084396
2016,1,East Dunbartonshire Bishopbriggs,Roadside,260995.7,670132.48,NA,6.20464,89.19987192,1001.918155,164.2739166,4.709785607,23.50745105,4.202160867,0.47782416,Rural Areas,0.002766871,9.929695603
2016,1,East Dunbartonshire Kirkintilloch,Roadside,265683.75,673520.86,NA,5.927018,89.50595721,1001.91575,160.4368011,4.484390909,22.46940253,4.060348109,0.40728208,Rural Areas,0.003028591,9.422364395
2016,1,East Dunbartonshire Milngavie,Roadside,255325.27,674115.52,NA,5.715908,89.98004768,1001.822055,185.3139618,4.394596763,26.66707672,4.364705238,0.47837172,Rural Areas,0.00274991,9.562910204
2016,1,Edinburgh Currie,Rest,317575.4,667874.3,NA,6.132316,87.74507255,1001.927263,157.9988949,4.825919145,29.08090557,3.870798926,0.44644896,Large Urban Areas,0.002462852,367.6985473
2016,1,Edinburgh Glasgow Road,Roadside,313101,672651,NA,6.429578,87.17738369,1001.878971,145.7046531,4.346064158,30.5131126,4.406738885,0.4972868,Rural Areas,0.000108079,7.179777766
2016,1,Edinburgh Nicolson Street,Roadside,326150,673046,NA,6.58188,86.01974096,1001.964421,119.898918,6.096928257,30.31584862,5.011209015,0.35574548,Large Urban Areas,0.007336469,7.022324952
2016,1,Edinburgh Queensferry Road,Roadside,318734.92,674931.5,NA,6.640375,86.39813525,1001.899401,132.3699483,5.42720434,30.74981306,4.693712114,0.62613112,Rural Areas,0.003790773,8.259895052
2016,1,Edinburgh Salamander St,Roadside,327613.24,676342.55,NA,6.629832,86.64978259,1001.961538,107.8215307,6.796987604,31.09251995,5.205667823,0.247544,Rural Areas,0.005556022,7.082331756
2016,1,Edinburgh St John's Road,Kerbside,320079.88,672902.79,NA,6.725598,86.08920005,1001.919707,126.6184948,5.072288803,30.10877782,4.751393854,0.31348282,Rural Areas,0.004367238,14.36624253
2016,1,Edinburgh St Leonards,Rest,326264.3,673136.49,6.530769231,6.58188,86.01974096,1001.964421,119.898918,6.096928257,30.31584862,5.011209015,0.35574548,Rural Areas,0.007336469,44.11561169
2016,1,Edinburgh Tower Street,Roadside,327459.8,676530.8,NA,6.629832,86.64978259,1001.961538,107.8215307,6.796987604,31.09251995,5.205667823,0.247544,Rural Areas,0.005556022,90.90101946
2016,1,Falkirk Banknock,Roadside,277247,679027,6.006451613,5.47563,89.18870442,1001.911281,203.8072273,4.690796362,20.50064106,3.527438209,0.65774668,Rural Areas,0.000168837,6.806042503
2016,1,Falkirk Grangemouth MC,Rest,292818.05,682006.92,NA,5.952175,87.88140008,1001.899776,166.9197682,4.83879919,19.65070377,4.840976397,0.38005268,Rural Areas,0.000494242,43.16050621
2016,1,Falkirk Haggs,Roadside,278977,679271,NA,6.076895,89.13314414,1001.913599,209.1535333,4.550817741,20.47689237,3.631847818,0.7415616,Other Urban Areas,0.001141593,6.344912512
2016,1,Falkirk West Bridge Street,Roadside,288457,680064,NA,6.359032,88.28817023,1001.915255,181.8209282,4.648882655,20.11525255,4.479753089,0.52327612,Other Urban Areas,0.00230096,7.354256285
2016,1,Fife Cupar,Roadside,337369.34,714578.52,NA,6.004348,89.42957246,1002.012947,161.3213348,4.153426241,27.11624463,3.916039376,0.36398896,Rural Areas,0.003053321,6.010415946
2016,1,Fife Dunfermline,Roadside,309924.49,687724.72,NA,6.090469,87.70529347,1001.876931,166.870372,6.177679621,17.54045345,4.127812532,0.91831904,Rural Areas,0.002810611,11.15464231
2016,1,Fife Kirkcaldy,Roadside,329143.57,692986.35,NA,5.402284,88.24885371,1001.989784,136.184028,6.674949298,25.71247015,4.71459479,0.25535228,Rural Areas,0.002052568,11.68128734
2016,1,Fife Rosyth,Roadside,311770.51,683501.59,6.270967742,6.564666,87.21756095,1001.85854,125.8592058,5.796271832,25.3187962,4.660831004,0.48894388,Rural Areas,0.003752911,10.58146139
2016,1,Glasgow Anderston,Rest,257940.81,665497.95,NA,6.908516,87.7935254,1001.936373,158.2977393,4.262608133,23.81868956,5.516396784,0.19244136,Rural Areas,0.00708588,46.64159378
2016,1,Glasgow Broomhill,Roadside,255030.58,667194.37,NA,6.232283,88.05696734,1001.89219,158.4995504,4.478429769,24.12692601,4.986868351,0.3430306,Rural Areas,0.007687907,11.13139765
2016,1,Glasgow Byres Road,Roadside,256526.91,666936.95,NA,6.174359,87.98347107,1001.916863,160.7654667,4.348631672,24.06345161,5.259416273,0.30483074,Rural Areas,0.008033421,9.448460622
2016,1,Glasgow Dumbarton Road,Roadside,255030,666608,NA,6.379338,88.01875979,1001.900616,164.6285049,4.260014019,24.24040647,5.126033703,0.36103076,Large Urban Areas,0.010215927,9.621623143
2016,1,Glasgow High Street,Roadside,260014.1,665348.9,8.758064516,6.826867,87.6794532,1001.964093,178.4552006,4.345121921,23.08574979,5.16695265,0.25763374,Large Urban Areas,0.005010073,13.7337869
2016,1,Glasgow Kerbside,Kerbside,258713.92,665194.51,NA,6.829536,87.74383047,1001.947179,157.0151234,4.392469901,23.55751845,5.469500569,0.10626608,Rural Areas,0.003820828,286.6771733
2016,1,Glasgow Nithsdale Road,Roadside,257886.88,662669.31,NA,6.141131,87.82326119,1001.946994,158.9950176,4.008204837,23.86792182,4.854575069,0.34386424,Rural Areas,0.007081626,9.431613068
2016,1,Glasgow Townhead,Rest,259692.6,665899.13,6.811538462,6.348083,87.72956739,1001.956441,171.6261843,4.304254806,23.38173729,5.406482831,0.25763374,Rural Areas,0.00823493,286.2007658
2016,1,Glasgow Waulkmillglen Reservoir,Rest,252455.25,658157.36,NA,5.479627,89.15402442,1001.894385,222.2084335,4.013622157,25.09301038,4.452765474,0.57556108,Rural Areas,0.000584924,703.3625679
2016,1,Grangemouth,Industrial,293829.88,681020.65,9.780769231,6.357592,87.86775022,1001.894002,168.3227809,4.918229685,20.30496856,4.852714979,0.54183316,Rural Areas,0.002763145,276.6920559
2016,1,Inverclyde Greenock A8,Roadside,229331.5,675714.7,NA,5.226347,86.36093295,1001.451808,232.381209,6.249550155,22.99577464,5.047080813,0.29859116,Other Urban Areas,0.003106301,2.984158052
2016,1,Inverness,Roadside,265708.85,845668.85,NA,4.987269,84.14671862,1000.981759,76.86925139,3.994241488,26.99628441,4.212720098,0.35144772,Rural Areas,0.003393486,9.161786596
2016,1,N Lanarkshire Chapelhall,Roadside,278168.64,663115.23,NA,6.159377,88.65834338,1001.969172,158.8504362,5.179028553,20.34531585,3.791168999,0.27896234,Rural Areas,0.000461791,3.193975307
2016,1,N Lanarkshire Coatbridge Whifflet,Rest,273674.95,663927.14,NA,6.609863,88.04649811,1001.980302,153.0819024,4.607459588,20.5993951,3.980230925,0.34908336,Rural Areas,0.004154454,16.13114014
2016,1,N Lanarkshire Croy,Roadside,272770.4,675740.3,NA,5.591946,89.02565238,1001.917391,192.1911898,4.678942577,20.18478152,3.753434617,0.59424276,Other Urban Areas,0.001112801,9.039749229
2016,1,N Lanarkshire Kirkshaws,Roadside,272522.8,663029.8,NA,6.658315,88.11887309,1001.981477,153.5450266,4.424145405,20.8750683,4.039067349,0.38701076,Other Urban Areas,0.005226798,32.05366888
2016,1,N Lanarkshire Motherwell,Roadside,275540.87,656789.09,NA,6.850164,88.32762658,1001.992052,197.1945517,3.94633436,20.42846363,3.980738696,0.37624388,Rural Areas,0.002828871,81.53773543
2016,1,N Lanarkshire Motherwell Adele St,Roadside,275642.3,656147.7,NA,6.850164,88.32762658,1001.992052,197.1945517,3.94633436,20.42846363,3.980738696,0.35284636,Large Urban Areas,0.002828871,7.076146906
2016,1,N Lanarkshire Motherwell Civic Centre,Rest,275813.6,656235.48,NA,6.850164,88.32762658,1001.992052,197.1945517,3.94633436,20.42846363,3.980738696,0.35284636,Rural Areas,0.002828871,34.31780023
2016,1,N Lanarkshire Shawhead Coatbridge,Roadside,273411,662997,NA,6.940497,87.97519184,1001.982901,155.4674441,4.28073938,20.56522987,4.119362782,0.40497236,Other Urban Areas,0.000753627,19.7483369
2016,1,North Ayrshire Irvine High St,Kerbside,232142,638892,7.241935484,5.783385,85.84365407,1001.587681,162.2125105,5.77842187,16.59020795,5.493696554,0.43035536,Other Urban Areas,0.002991044,142.8479924
2016,1,Paisley St James Street,Roadside,248174.75,664319.96,NA,6.04778,88.84925821,1001.812866,192.8862957,4.302430454,25.07987629,5.056723637,0.29530962,Rural Areas,0.002598182,7.873088614
2016,1,Perth Atholl Street,Roadside,311577.28,723931.02,NA,5.740034,88.88641214,1001.995952,187.901191,3.281003079,16.49901159,3.938550564,0.28111228,Rural Areas,0.005320228,7.541035454
2016,1,Perth Crieff,Roadside,286363,721614,NA,5.470466,89.75186053,1002.022493,241.6474405,4.448287221,15.43999942,3.497199206,0.0885413,Rural Areas,0.003052405,8.087489738
2016,1,Perth High Street,Roadside,311680.93,723624.9,NA,5.740034,88.88641214,1001.995952,187.901191,3.281003079,16.49901159,3.938550564,0.50744164,Rural Areas,0.005320228,319.1852353
2016,1,Perth Muirton,Rest,310659.25,725658.62,NA,5.847174,88.76109797,1001.985532,171.1870772,3.021268763,17.10533953,3.871610691,0.2184589,Rural Areas,0.002958338,438.0899472
2016,1,Renfrew Johnston,Roadside,242983.8,663178.1,NA,5.657588,89.95310946,1001.732761,209.3578395,3.898913881,28.19472526,4.571843139,0.44294188,Rural Areas,0.001734262,10.57148928
2016,1,South Ayrshire Ayr Harbour,Roadside,233617.25,622746.05,NA,5.129355,85.23546118,1001.677648,139.2875929,6.142738072,16.31822846,5.582792562,0.31901174,Rural Areas,0.003313132,314.4604262
2016,1,South Ayrshire Ayr High St,Roadside,233720.43,622114.8,NA,5.129355,85.23546118,1001.677648,139.2875929,6.142738072,16.31822846,5.582792562,0.31901174,Rural Areas,0.003313132,20.8577063
2016,1,South Lanarkshire Blantyre,Roadside,268916,657605,NA,6.622684,88.41104062,1001.996719,172.0381732,3.595870576,21.84570904,4.252560085,0.44126784,Other Urban Areas,0.004507435,11.11249079
2016,1,South Lanarkshire Cambuslang,Kerbside,264319,660519,NA,6.363093,88.22654167,1001.993187,182.8458202,3.553429566,22.66238328,4.69331523,0.39134972,Large Urban Areas,0.003260058,7.878133166
2016,1,South Lanarkshire East Kilbride,Roadside,264384.55,655669.44,NA,6.429307,88.40502556,1001.987771,201.7777073,4.629450216,22.14727859,4.022850677,0.54374508,Rural Areas,0.003947225,4.914430819
2016,1,South Lanarkshire Hamilton,Roadside,272298,655289,NA,6.480418,88.48739761,1001.993977,178.2916602,3.166375798,21.43082343,4.182148207,0.4099824,Other Urban Areas,0.002328911,6.74367849
2016,1,South Lanarkshire Lanark,Kerbside,288427.04,643700.54,5.986666667,5.546964,90.92359341,1002.05948,179.8086072,6.29711184,19.51325647,3.225229336,0.18260374,Rural Areas,0.002411705,3.606069758
2016,1,South Lanarkshire Raith Interchange 2,Roadside,271063.1,658087,NA,6.983053,88.04291677,1001.992048,171.8176074,3.204582121,21.10976847,4.40382815,0.462432,Rural Areas,0.000333639,35.00838955
2016,1,South Lanarkshire Rutherglen,Roadside,261113.75,661690.5,NA,6.511906,87.93402047,1001.982871,182.5729118,3.775469956,23.18023126,4.867122371,0.34952336,Rural Areas,0.004235152,10.42225267
2016,1,South Lanarkshire Uddingston,Roadside,269657,660305.7,5.258064516,6.420775,88.2429364,1001.991379,166.3632275,3.566559784,21.51269878,4.364678408,0.55479972,Other Urban Areas,0.003012259,7.476428806
2016,1,Stirling Craig's Roundabout,Roadside,279955,693012,NA,5.659653,88.94076076,1001.900274,171.5367308,4.413952697,17.15749315,4.700538737,0.29624444,Other Urban Areas,0.003784422,23.09566273
2016,1,West Dunbartonshire Clydebank,Roadside,249721.28,672046.49,5.659259259,5.967862,89.64101903,1001.752339,176.8521531,4.992718582,26.72860595,4.296534815,0.52138212,Rural Areas,0.00327771,29.32199251
2016,1,West Lothian Broxburn,Roadside,308314.04,672230.25,NA,6.40962,87.43049449,1001.866262,146.4603587,4.536488368,30.12952455,4.258911364,0.63473512,Rural Areas,0.002236293,7.21704839
2016,1,West Lothian Linlithgow High Street 2,Roadside,300419.7,677120.9,NA,6.012998,88.32731739,1001.863435,158.1202156,5.316384183,26.06096308,4.542449724,0.20527786,Other Urban Areas,0.001483517,6.003113457
2016,1,West Lothian Newton,Roadside,309258,677728.99,NA,6.21874,87.71676315,1001.852998,169.8654072,5.705177777,30.38198783,4.18980736,0.46775368,Rural Areas,4.42E-05,5.755533574
2016,2,Aberdeen Errol Place,Rest,394395.8,807391.98,3.485185185,5.94299,76.0313088,1002.541347,43.7402155,6.046297482,102.9133358,3.820774392,0.35453776,Large Urban Areas,0.006877316,76.62294631
2016,2,Aberdeen King Street,Roadside,394333,808770,NA,5.806363,76.31364976,1002.530481,41.65424257,5.907191927,103.6077904,3.857722354,0.50935088,Large Urban Areas,0.003926085,9.599338545
2016,2,Aberdeen Market Street 2,Roadside,394551.62,805673.18,5.696551724,6.849536,76.24758996,1002.561824,42.94123342,6.041236908,103.6350148,3.835612969,0.22409628,Large Urban Areas,0.003730111,7.363513475
2016,2,Aberdeen Union Street Roadside,Roadside,393655.92,805967.6,7.657142857,6.308893,76.15183501,1002.566379,43.78020023,5.909490496,102.1961591,3.690720695,0.32540832,Large Urban Areas,0.008052278,13.61053035
2016,2,Aberdeen Wellington Road,Roadside,394410.99,804813.2,NA,6.170999,76.47386029,1002.568853,43.94067951,6.404091976,103.7150341,3.696347515,0.43798636,Large Urban Areas,0.004007295,9.754705711
2016,2,Alloa A907,Roadside,288689,693068,NA,6.215875,83.05637481,1004.152298,115.3635569,4.768891851,70.63710904,3.675853127,0.47104532,Other Urban Areas,0.003703423,2.820852372
2016,2,Auchencorth Moss,Rest,322165.87,656128.11,0.891666667,4.896663,84.1360811,1004.410281,85.74509175,5.131336834,72.82426342,2.285856329,0.60520228,Rural Areas,1.31E-05,1330.025786
2016,2,Dundee Broughty Ferry Road,Industrial,341970.73,730976.51,NA,5.633138,79.58376525,1003.517547,46.45491891,4.340579773,103.3047888,4.127403558,0.38887924,Rural Areas,0.003567147,11.47388376
2016,2,Dundee Lochee Road,Kerbside,338859.24,730774.79,NA,5.906315,79.76831027,1003.527784,53.90731451,4.816318132,104.4844612,3.554481614,0.46240368,Rural Areas,0.006963361,3.659449659
2016,2,Dundee Mains Loan,Rest,340970.55,731892.31,NA,6.031661,79.58272494,1003.511467,53.64533262,4.908151825,103.4482902,3.710825578,0.49845392,Rural Areas,0.006828352,215.8970495
2016,2,Dundee Meadowside,Roadside,340243.04,730658.37,NA,6.049148,79.60295729,1003.520642,49.29879296,4.346309894,104.156177,4.046148567,0.38606936,Rural Areas,0.005197924,5.225675715
2016,2,Dundee Seagate,Kerbside,340486.33,730446.2,NA,6.049148,79.60295729,1003.520642,49.29879296,4.346309894,104.156177,4.046148567,0.22578486,Rural Areas,0.005197924,6.829277012
2016,2,Dundee Whitehall Street,Roadside,340277.72,730154.91,NA,6.049148,79.60295729,1003.520642,49.29879296,4.346309894,104.156177,4.046148567,0.22578486,Rural Areas,0.005197924,72.37791012
2016,2,E Ayrshire Kilmarnock St Marnock St,Roadside,242742,637705,NA,5.984146,82.05289537,1004.770872,148.0655902,4.052574357,72.25268243,4.507539573,0.42539828,Other Urban Areas,0.002772406,8.746726285
2016,2,East Dunbartonshire Bearsden,Roadside,254271.48,672072.75,NA,5.979587,84.84042763,1004.458113,145.4249166,4.510198515,79.70910005,3.679354785,0.5890956,Rural Areas,0.002942088,9.571084396
2016,2,East Dunbartonshire Bishopbriggs,Roadside,260995.7,670132.48,NA,6.20464,84.42236008,1004.51267,134.2150047,4.483174989,77.30353987,3.576263047,0.56292964,Rural Areas,0.002766871,9.929695603
2016,2,East Dunbartonshire Kirkintilloch,Roadside,265683.75,673520.86,NA,5.927018,84.88819116,1004.470372,130.4535583,4.180317383,77.05830751,3.429459704,0.53690884,Rural Areas,0.003028591,9.422364395
2016,2,East Dunbartonshire Milngavie,Roadside,255325.27,674115.52,NA,5.715908,85.53570253,1004.431113,153.3397938,4.083743911,81.06918954,3.648542925,0.54989184,Rural Areas,0.00274991,9.562910204
2016,2,Edinburgh Currie,Rest,317575.4,667874.3,NA,6.132316,82.9763743,1004.21617,75.72429271,5.054915186,76.90897001,2.812514284,0.57209024,Large Urban Areas,0.002462852,367.6985473
2016,2,Edinburgh Glasgow Road,Roadside,313101,672651,NA,6.429578,82.47238676,1004.170503,72.52214643,4.559232661,77.782534,3.584060785,0.47661648,Rural Areas,0.000108079,7.179777766
2016,2,Edinburgh Nicolson Street,Roadside,326150,673046,NA,6.58188,80.21198773,1004.171478,59.10600833,6.225778508,78.84995021,4.150398538,0.40104676,Large Urban Areas,0.007336469,7.022324952
2016,2,Edinburgh Queensferry Road,Roadside,318734.92,674931.5,NA,6.640375,81.44990832,1004.152548,66.72973556,5.65476443,77.82309256,3.832305665,0.57902792,Rural Areas,0.003790773,8.259895052
2016,2,Edinburgh Salamander St,Roadside,327613.24,676342.55,NA,6.629832,81.02397228,1004.144171,55.16540452,6.862207652,82.92622893,4.309339972,0.28202178,Rural Areas,0.005556022,7.082331756
2016,2,Edinburgh St John's Road,Kerbside,320079.88,672902.79,NA,6.725598,80.70464592,1004.169485,61.80291958,5.24764336,76.97219529,3.926854812,0.44989116,Rural Areas,0.004367238,14.36624253
2016,2,Edinburgh St Leonards,Rest,326264.3,673136.49,4.823076923,6.58188,80.21198773,1004.171478,59.10600833,6.225778508,78.84995021,4.150398538,0.40104676,Rural Areas,0.007336469,44.11561169
2016,2,Edinburgh Tower Street,Roadside,327459.8,676530.8,NA,6.629832,81.02397228,1004.144171,55.16540452,6.862207652,82.92622893,4.309339972,0.28202178,Rural Areas,0.005556022,90.90101946
2016,2,Falkirk Banknock,Roadside,277247,679027,4.468965517,5.47563,84.19195041,1004.346808,163.449832,4.366099136,76.27719254,2.949978678,0.63460432,Rural Areas,0.000168837,6.806042503
2016,2,Falkirk Grangemouth MC,Rest,292818.05,682006.92,NA,5.952175,82.25842582,1004.209503,113.3719258,4.778759056,72.28572614,4.204053817,0.35618808,Rural Areas,0.000494242,43.16050621
2016,2,Falkirk Haggs,Roadside,278977,679271,NA,6.076895,84.10526913,1004.342552,160.3918516,4.223390617,76.39966284,3.060584892,0.56948936,Other Urban Areas,0.001141593,6.344912512
2016,2,Falkirk West Bridge Street,Roadside,288457,680064,NA,6.359032,82.91205698,1004.267778,152.4637808,4.469309336,73.93812094,3.829929911,0.56556984,Other Urban Areas,0.00230096,7.354256285
2016,2,Fife Cupar,Roadside,337369.34,714578.52,NA,6.004348,81.77716336,1003.698832,54.25923909,3.693656753,91.79174439,3.647231727,0.50700968,Rural Areas,0.003053321,6.010415946
2016,2,Fife Dunfermline,Roadside,309924.49,687724.72,NA,6.090469,82.12024903,1004.077348,98.8668225,6.519170491,66.23020932,3.400340057,0.88959232,Rural Areas,0.002810611,11.15464231
2016,2,Fife Kirkcaldy,Roadside,329143.57,692986.35,NA,5.402284,81.72154748,1003.991179,61.16874081,6.565424755,84.91697163,4.113084643,0.3213306,Rural Areas,0.002052568,11.68128734
2016,2,Fife Rosyth,Roadside,311770.51,683501.59,5.024137931,6.564666,81.93931581,1004.092763,69.6959363,6.198814044,72.7971536,3.938507687,0.51806392,Rural Areas,0.003752911,10.58146139
2016,2,Glasgow Anderston,Rest,257940.81,665497.95,NA,6.908516,82.39127006,1004.579791,138.1187272,3.939288104,78.02800643,4.765284571,0.27316204,Rural Areas,0.00708588,46.64159378
2016,2,Glasgow Broomhill,Roadside,255030.58,667194.37,NA,6.232283,82.75498414,1004.540421,131.4841807,4.141863251,77.55589853,4.310234201,0.499238,Rural Areas,0.007687907,11.13139765
2016,2,Glasgow Byres Road,Roadside,256526.91,666936.95,NA,6.174359,82.65516674,1004.56206,132.2707363,4.018213809,78.05376385,4.545988971,0.37186336,Rural Areas,0.008033421,9.448460622
2016,2,Glasgow Dumbarton Road,Roadside,255030,666608,NA,6.379338,82.7023223,1004.554953,139.0907713,3.923152947,78.13726848,4.436787256,0.48599996,Large Urban Areas,0.010215927,9.621623143
2016,2,Glasgow High Street,Roadside,260014.1,665348.9,8.496,6.826867,82.25503099,1004.588255,145.1731852,4.038215777,77.57118672,4.426936474,0.47886384,Large Urban Areas,0.005010073,13.7337869
2016,2,Glasgow Kerbside,Kerbside,258713.92,665194.51,NA,6.829536,82.32700325,1004.583117,141.500951,4.073558201,77.77387394,4.701960516,0.32195828,Rural Areas,0.003820828,286.6771733
2016,2,Glasgow Nithsdale Road,Roadside,257886.88,662669.31,NA,6.141131,82.47041194,1004.615046,146.0042523,3.69323278,78.48031977,4.075462703,0.39061676,Rural Areas,0.007081626,9.431613068
2016,2,Glasgow Townhead,Rest,259692.6,665899.13,6.233333333,6.348083,82.31597574,1004.585939,143.0771066,3.993669807,77.84035963,4.647427555,0.47886384,Rural Areas,0.00823493,286.2007658
2016,2,Glasgow Waulkmillglen Reservoir,Rest,252455.25,658157.36,NA,5.479627,84.43410623,1004.634506,194.4447452,3.611139193,82.11141324,3.667471676,0.87395168,Rural Areas,0.000584924,703.3625679
2016,2,Grangemouth,Industrial,293829.88,681020.65,4.586363636,6.357592,82.32650426,1004.211537,113.5238901,4.882669643,72.31843041,4.210620593,0.48891084,Rural Areas,0.002763145,276.6920559
2016,2,Inverclyde Greenock A8,Roadside,229331.5,675714.7,NA,5.226347,81.28865318,1004.272917,198.9740593,5.582710455,78.2728288,4.324713403,0.44464708,Other Urban Areas,0.003106301,2.984158052
2016,2,Inverness,Roadside,265708.85,845668.85,NA,4.987269,80.24413189,1002.521349,61.44969355,3.649138083,76.28367632,3.613268334,0.40984488,Rural Areas,0.003393486,9.161786596
2016,2,N Lanarkshire Chapelhall,Roadside,278168.64,663115.23,NA,6.159377,84.08879342,1004.585121,123.1514262,4.905264104,74.78930787,3.074480211,0.57716236,Rural Areas,0.000461791,3.193975307
2016,2,N Lanarkshire Coatbridge Whifflet,Rest,273674.95,663927.14,NA,6.609863,83.11847317,1004.607781,132.846251,4.268010836,75.77667055,3.321740864,0.46325704,Rural Areas,0.004154454,16.13114014
2016,2,N Lanarkshire Croy,Roadside,272770.4,675740.3,NA,5.591946,84.08879945,1004.423034,157.5454271,4.313956155,75.08712463,3.194427532,0.55242756,Other Urban Areas,0.001112801,9.039749229
2016,2,N Lanarkshire Kirkshaws,Roadside,272522.8,663029.8,NA,6.658315,83.20825043,1004.610013,129.4603109,4.068711714,76.57119556,3.387382363,0.49578852,Other Urban Areas,0.005226798,32.05366888
2016,2,N Lanarkshire Motherwell,Roadside,275540.87,656789.09,NA,6.850164,83.79681762,1004.702786,137.061701,3.68149988,74.77999802,3.226460724,0.49811748,Rural Areas,0.002828871,81.53773543
2016,2,N Lanarkshire Motherwell Adele St,Roadside,275642.3,656147.7,NA,6.850164,83.79681762,1004.702786,137.061701,3.68149988,74.77999802,3.226460724,0.5391954,Large Urban Areas,0.002828871,7.076146906
2016,2,N Lanarkshire Motherwell Civic Centre,Rest,275813.6,656235.48,NA,6.850164,83.79681762,1004.702786,137.061701,3.68149988,74.77999802,3.226460724,0.5391954,Rural Areas,0.002828871,34.31780023
2016,2,N Lanarkshire Shawhead Coatbridge,Roadside,273411,662997,NA,6.940497,83.05322844,1004.623152,129.7968547,3.942134763,75.77692757,3.463535942,0.48268532,Other Urban Areas,0.000753627,19.7483369
2016,2,North Ayrshire Irvine High St,Kerbside,232142,638892,6.768965517,5.783385,80.96629574,1004.733192,128.788775,5.630514739,73.57176068,4.709327965,0.52027028,Other Urban Areas,0.002991044,142.8479924
2016,2,Paisley St James Street,Roadside,248174.75,664319.96,NA,6.04778,84.12564117,1004.532769,171.5599726,3.921424065,78.37108411,4.437277854,0.45851524,Rural Areas,0.002598182,7.873088614
2016,2,Perth Atholl Street,Roadside,311577.28,723931.02,NA,5.740034,81.69696165,1003.827681,60.64992934,3.268389387,77.99968435,3.456429311,0.67271392,Rural Areas,0.005320228,7.541035454
2016,2,Perth Crieff,Roadside,286363,721614,NA,5.470466,82.82867262,1004.006559,95.16177097,4.620323512,85.96430527,2.86070213,0.58542984,Rural Areas,0.003052405,8.087489738
2016,2,Perth High Street,Roadside,311680.93,723624.9,NA,5.740034,81.69696165,1003.827681,60.64992934,3.268389387,77.99968435,3.456429311,0.54475496,Rural Areas,0.005320228,319.1852353
2016,2,Perth Muirton,Rest,310659.25,725658.62,NA,5.847174,81.56655572,1003.811143,52.63333092,2.996508211,80.29498719,2.952977288,0.65598968,Rural Areas,0.002958338,438.0899472
